日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶)
2001/10/2,22.79,20.14,20.77
2001/9/28,23.34,21.50,21.96
2001/9/27,22.74,20.60,21.47
2001/9/26,22.38,21.33,21.70
2001/9/25,21.56,21.01,21.08
2001/9/24,21.50,20.62,20.61
2001/9/21,25.37,23.69,24.34
2001/9/20,26.59,24.10,24.97
2001/9/19,26.72,24.30,25.52
2001/9/18,27.70,25.06,26.80
2001/9/17,28.81,25.63,27.95
2001/9/14,29.86,26.63,29.07
2001/9/13,28.65,25.69,27.91
2001/9/12,27.73,25.46,27.79
2001/9/11,27.50,26.30,28.91
2001/9/10,27.63,24.58,27.30
2001/9/7,28.03,25.19,27.56
2001/9/6,27.58,24.62,26.83
2001/9/5,26.95,24.09,26.12
2001/9/4,26.93,24.00,26.16
2001/9/3,27.00,24.20,26.58
2001/8/31,27.20,24.24,26.71
2001/8/29,27.05,24.67,26.68
2001/8/24,28.15,24.61,26.24
2001/8/23,27.85,24.32,26.06
2001/8/22,27.12,24.00,25.58
2001/8/21,27.91,23.32,25.63
2001/8/20,27.18,24.00,25.15
2001/8/17,26.69,23.58,24.59
2001/8/16,27.41,24.41,25.23
2001/8/15,28.02,25.60,25.83
2001/8/14,28.02,25.60,25.83
2001/8/13,27.82,24.74,25.71
2001/8/10,28.05,24.83,25.63
2001/8/9,27.64,24.38,25.28
2001/8/8,27.54,24.15,25.25
2001/8/7,27.94,24.43,25.68
2001/8/6,27.74,24.15,25.48
2001/8/3,27.62,24.09,25.35
2001/8/1,26.77,23.47,24.52
2001/7/31,26.35,23.20,24.25
2001/7/27,27.02,23.69,24.75
2001/7/26,26.64,23.79,24.52
2001/7/25,26.64,23.79,24.52
2001/7/24,26.13,23.17,24.17
2001/7/23,25.94,23.01,24.19
2001/7/20,25.59,22.92,23.81
2001/7/19,25.27,22.52,23.62
2001/7/18,24.91,22.42,22.97
2001/7/17,25.57,22.94,23.54
2001/7/16,26.07,23.22,23.85
2001/7/13,26.59,23.47,23.77
2001/7/12,26.80,23.50,23.94
2001/7/11,27.11,23.88,24.23
2001/7/10,27.49,23.81,24.99
2001/7/9,27.59,23.85,25.22
2001/7/6,28.22,24.49,26.48
2001/7/5,27.02,23.38,25.96
2001/7/4,26.24,23.72,25.92
2001/7/3,25.95,23.32,24.53
2001/6/29,26.25,23.61,25.63
2001/6/28,25.56,23.15,26.16
2001/6/27,25.61,23.53,27.48
2001/6/26,26.98,23.95,27.48
2001/6/25,27.25,24.31,26.61
2001/6/22,26.83,24.85,27.18
2001/6/19,27.43,25.33,27.48
2001/6/18,27.55,25.27,27.52
2001/6/15,28.41,25.92,28.97
2001/6/14,29.04,25.64,29.24
2001/6/13,28.86,25.30,29.10
2001/6/12,29.15,26.29,29.29
2001/6/11,29.07,26.75,29.55
2001/6/8,28.36,27.05,29.49
2001/6/7,27.82,26.54,28.69
2001/6/6,27.64,26.69,28.86
2001/6/5,28.22,27.57,29.67
2001/6/4,28.09,27.15,29.21
2001/6/1,27.91,26.85,28.79
2001/5/31,28.51,27.61,29.48
2001/5/30,28.55,27.20,29.13
2001/5/29,28.65,27.53,29.20
2001/5/25,27.83,26.53,28.78
2001/5/24,27.89,25.84,28.76
2001/5/23,29.16,26.17,29.29
2001/5/22,29.39,26.34,29.64
2001/5/21,29.91,26.50,29.90
2001/5/18,29.91,26.50,29.94
2001/5/17,28.92,25.38,25.54
2001/5/16,28.83,25.18,28.56
2001/5/15,29.04,24.62,28.39
2001/5/14,28.74,24.82,28.37
2001/5/11,28.58,24.85,28.35
2001/5/10,28.52,25.16,28.34
2001/5/9,28.38,24.74,27.91
2001/5/8,27.39,24.33,27.45
2001/5/7,27.79,24.13,27.20
2001/5/4,28.36,24.96,28.04
2001/5/3,28.44,24.88,27.97
2001/5/2,27.80,24.61,27.31
2001/5/1,28.94,25.42,28.12
2001/4/30,28.42,24.83,27.38
2001/4/27,28.27,24.71,27.44
2001/4/26,28.44,24.96,27.34
2001/4/25,25.80,24.22,26.34
2001/4/24,25.16,23.91,25.86
2001/4/23,26.86,24.18,25.99
2001/4/20,27.18,24.05,25.89
2001/4/19,27.73,24.63,26.07
2001/4/18,27.83,24.76,26.63
2001/4/17,28.14,24.87,27.12
2001/4/16,28.77,24.91,27.39
2001/4/12,28.29,24.85,26.94
2001/4/11,28.18,24.70,26.60
2001/4/10,28.40,24.80,26.59
2001/4/9,27.28,23.67,24.76
2001/4/6,27.04,23.41,24.65
2001/4/5,27.24,23.43,25.01
2001/4/3,26.17,22.88,24.05
2001/4/2,25.64,22.74,23.84
2001/3/30,26.22,22.82,24.21
2001/3/29,26.32,22.71,24.26
2001/3/28,26.42,22.73,24.43
2001/3/27,27.72,23.35,25.22
2001/3/26,27.44,23.06,25.01
2001/3/23,27.08,23.23,24.84
2001/3/22,26.17,22.85,24.02
2001/3/21,26.45,23.07,24.21
2001/3/20,25.76,23.14,24.00
2001/3/19,26.15,23.16,23.95
2001/3/16,26.58,23.33,24.52
2001/3/15,26.48,23.09,24.41
2001/3/14,26.41,22.57,24.15
2001/3/13,27.57,23.50,25.25
2001/3/12,27.94,23.89,25.71
2001/3/9,27.86,24.46,25.96
2001/3/8,28.29,24.25,26.07
2001/3/7,28.91,24.79,26.64
2001/3/6,28.34,24.42,26.20
2001/3/5,28.46,24.75,26.47
2001/3/2,27.82,23.38,25.52
2001/3/1,27.66,23.38,25.36
2001/2/28,27.35,23.05,25.53
2001/2/27,28.06,23.35,26.23
2001/2/26,28.32,23.29,26.05
2001/2/23,28.77,23.84,26.70
2001/2/22,28.58,24.03,26.70
2001/2/21,28.25,24.03,26.83
2001/2/20,28.55,24.23,27.15
2001/2/19,29.11,24.71,27.74
2001/2/16,29.08,24.53,27.46
2001/2/15,28.87,24.61,27.06
2001/2/14,29.64,24.81,27.61
2001/2/13,30.33,25.54,28.54
2001/2/12,30.47,25.15,28.59
2001/2/9,30.96,26.11,29.65
2001/2/8,31.52,26.62,30.19
2001/2/7,31.24,26.38,29.97
2001/2/6,30.30,25.56,29.16
2001/2/5,30.48,25.32,28.97
2001/2/2,31.09,25.99,29.84
2001/2/1,29.83,24.94,28.87
2001/1/30,29.07,23.71,27.35
2001/1/29,29.08,23.48,26.86
2001/1/26,29.83,24.11,27.43
2001/1/25,31.60,23.77,26.77
2001/1/24,31.32,23.45,26.43
2001/1/23,31.64,23.96,27.05
2001/1/22,31.94,23.79,26.96
2001/1/19,32.24,24.98,28.22
2001/1/18,30.42,23.04,26.16
2001/1/17,29.59,22.38,25.20
2001/1/16,30.28,22.86,25.68
2001/1/15,29.80,23.29,26.40
2001/1/12,29.88,22.45,25.75
2001/1/11,29.37,22.39,25.60
2001/1/10,29.43,22.35,25.50
2001/1/9,27.74,21.54,24.54
2001/1/5,27.93,22.05,24.78
2001/1/4,28.13,21.94,24.72
2001/1/3,28.08,21.61,24.55
2001/1/2,27.24,20.86,23.98
2000/12/29,26.75,20.50,23.54
2000/12/28,25.78,19.42,22.54
2000/12/27,26.47,19.91,23.37
2000/12/26,26.50,20.14,23.52
2000/12/22,25.83,19.75,22.70
2000/12/21,26.01,20.03,22.96
2000/12/20,25.88,19.58,22.53
2000/12/15,28.84,21.18,25.48
2000/12/14,27.97,19.10,25.10
2000/12/13,28.72,20.30,25.80
2000/12/12,29.63,22.40,27.25
2000/12/11,29.60,22.89,27.60
2000/12/8,28.64,22.70,26.88
2000/12/7,29.37,23.33,27.51
2000/12/6,29.87,23.95,28.03
2000/12/5,29.56,23.36,27.59
2000/12/4,31.19,25.09,29.81
2000/12/1,31.98,25.75,31.15
2000/11/30,33.67,27.65,32.73
2000/11/29,34.57,28.81,33.49
2000/11/28,34.17,28.39,33.24
2000/11/27,35.30,28.97,34.12
2000/11/24,36.00,29.42,33.01
2000/11/23,36.00,29.42,33.20
2000/11/22,35.99,29.27,34.06
2000/11/21,35.97,29.46,33.91
2000/11/20,36.22,29.74,34.12
2000/11/17,35.77,30.06,34.26
2000/11/16,35.07,29.58,33.61
2000/11/15,35.58,31.93,34.50
2000/11/14,34.92,31.64,33.34
2000/11/13,34.55,32.93,33.48
2000/11/10,34.05,32.12,32.37
2000/11/9,33.92,32.10,32.35
2000/11/8,33.24,31.30,31.58
2000/11/7,33.39,31.44,31.83
2000/11/6,32.96,31.07,31.41
2000/11/3,32.75,30.77,31.23
2000/11/2,32.59,30.47,30.92
2000/11/1,33.26,31.09,31.54
2000/10/31,32.64,30.67,30.97
2000/10/30,32.83,30.51,30.77
2000/10/27,32.74,30.55,31.07
2000/10/26,33.76,31.47,32.03
2000/10/25,33.51,30.85,31.39
2000/10/24,34.35,31.15,31.69
2000/10/23,35.02,31.90,32.31
2000/10/20,34.00,31.44,31.74
2000/10/19,32.94,30.40,30.68
2000/10/18,33.50,30.99,31.15
2000/10/17,33.07,30.35,31.00
2000/10/16,32.72,30.37,30.92
2000/10/13,34.68,30.63,32.39
2000/10/12,36.01,32.34,34.45
2000/10/11,33.20,29.95,31.95
2000/10/10,33.12,30.18,31.78
2000/10/9,31.91,29.94,30.70
2000/10/6,30.94,29.59,30.16
2000/10/5,30.64,29.23,29.83
2000/10/4,30.98,29.35,29.94
2000/10/3,32.13,30.33,30.59
2000/10/2,32.08,29.73,30.88
2000/9/29,30.94,28.30,29.47
2000/9/28,30.34,27.77,28.95
2000/9/27,31.43,29.02,30.07
2000/9/26,31.49,29.18,29.70
2000/9/25,32.01,29.03,30.01
2000/9/22,32.35,29.20,30.75
2000/9/21,34.29,30.37,32.47
2000/9/20,36.91,31.35,34.15
2000/9/19,36.43,31.01,33.71
2000/9/18,36.81,31.68,34.59
2000/9/15,35.92,31.69,34.89
2000/9/14,34.15,29.48,32.68
2000/9/13,33.83,28.92,32.10
2000/9/12,34.30,29.47,32.62
2000/9/11,35.16,30.82,33.80
2000/9/8,33.64,29.73,36.15
2000/9/6,35.04,31.18,37.78
2000/9/5,33.87,30.23,36.45
2000/9/4,33.50,29.97,35.90
2000/9/1,33.41,29.49,35.40
2000/8/31,33.08,29.11,35.01
2000/8/30,33.26,29.06,34.95
2000/8/29,32.84,28.78,34.67
2000/8/28,32.87,28.92,34.67
2000/8/25,34.35,27.86,33.58
2000/8/24,33.13,27.53,33.10
2000/8/23,32.77,28.14,33.49
2000/8/22,31.22,27.39,32.55
2000/8/21,32.45,28.05,33.46
2000/8/18,32.03,28.15,33.65
2000/8/17,31.96,27.70,33.33
2000/8/16,31.73,27.03,32.26
2000/8/15,31.73,27.03,32.26
2000/8/14,31.94,26.81,31.36
2000/8/11,30.82,26.39,30.75
2000/8/10,31.29,26.56,30.84
2000/8/9,30.35,26.01,29.43
2000/8/8,29.17,25.40,29.02
2000/8/7,28.88,25.08,28.20
2000/8/4,29.93,25.90,29.20
2000/8/3,28.68,25.02,28.00
2000/8/2,28.22,24.54,27.33
2000/8/1,27.78,24.44,26.85
2000/7/31,27.41,24.06,26.44
2000/7/28,28.08,24.45,26.62
2000/7/27,28.05,24.30,26.62
2000/7/26,27.91,24.02,26.18
2000/7/25,27.91,24.02,26.18
2000/7/24,27.83,24.54,26.17
2000/7/21,28.64,25.16,26.97
2000/7/20,30.34,25.52,27.71
2000/7/19,31.36,26.22,28.57
2000/7/18,31.89,26.63,29.47
2000/7/17,30.73,26.05,28.80
2000/7/14,31.32,27.51,29.83
2000/7/13,31.52,27.86,30.26
2000/7/12,30.36,27.67,29.99
2000/7/11,29.80,27.16,29.36
2000/7/10,29.79,26.77,29.20
2000/7/7,30.42,26.93,31.07
2000/7/6,30.19,26.67,30.93
2000/7/5,30.87,26.79,30.83
2000/6/30,32.45,27.71,32.17
2000/6/29,32.70,27.83,32.13
2000/6/28,31.84,27.38,31.57
2000/6/27,32.11,27.92,31.89
2000/6/26,31.59,27.38,31.14
2000/6/23,34.73,27.72,31.57
2000/6/22,34.73,27.70,31.41
2000/6/21,33.81,26.96,30.58
2000/6/20,33.05,26.87,28.26
2000/6/19,31.71,25.91,29.10
2000/6/16,32.28,26.27,29.51
2000/6/15,32.91,27.80,30.75
2000/6/14,32.80,28.01,31.07
2000/6/13,32.51,28.58,31.48
2000/6/12,31.82,28.32,31.50
2000/6/9,30.26,27.04,29.69
2000/6/8,29.81,26.78,29.23
2000/6/7,30.02,26.84,29.39
2000/6/6,29.88,26.64,28.91
2000/6/5,29.65,26.10,28.49
2000/6/2,30.40,26.75,29.68
2000/6/1,30.26,26.77,29.93
2000/5/31,28.98,25.66,28.50
2000/5/30,30.30,26.51,29.81
2000/5/26,29.98,26.00,29.53
2000/5/25,30.41,26.86,29.92
2000/5/24,29.94,26.52,29.30
2000/5/23,28.71,25.96,28.04
2000/5/22,28.60,25.47,28.03
2000/5/19,29.89,26.56,29.32
2000/5/18,30.42,26.77,29.65
2000/5/17,29.42,26.16,28.58
2000/5/16,29.71,26.37,28.79
2000/5/15,29.86,27.32,28.58
2000/5/12,29.71,27.17,28.22
2000/5/11,29.22,26.77,27.65
2000/5/10,28.11,25.67,26.48
2000/5/9,28.75,25.84,27.29
2000/5/8,28.04,24.86,26.58
2000/5/5,27.20,24.77,25.84
2000/5/4,26.96,24.41,25.84
2000/5/3,26.68,23.99,25.50
2000/5/2,26.82,23.90,25.34
2000/5/1,25.80,22.94,24.19
2000/4/28,25.62,22.62,24.04
2000/4/27,25.45,22.82,24.05
2000/4/26,24.64,22.82,22.95
2000/4/25,26.76,22.95,23.24
2000/4/24,27.45,23.03,23.96
2000/4/21,26.60,23.00,23.65
2000/4/20,27.43,23.00,23.92
2000/4/19,27.30,22.31,23.67
2000/4/18,26.15,21.60,23.06
2000/4/17,25.99,21.40,23.02
2000/4/14,25.20,21.19,21.72
2000/4/13,24.98,20.65,22.18
2000/4/12,25.05,20.65,22.26
2000/4/11,23.73,20.42,21.04
2000/4/10,23.28,22.53,20.40
2000/4/7,24.65,22.53,21.74
2000/4/6,25.28,22.94,22.59
2000/4/5,25.43,22.32,25.75
2000/4/4,25.05,23.40,22.73
2000/4/3,26.13,23.72,23.60
2000/3/31,26.50,23.90,23.86
2000/3/30,26.30,23.37,23.63
2000/3/29,26.05,23.75,24.20
2000/3/28,26.68,23.70,24.61
2000/3/27,27.40,24.05,25.45
2000/3/24,27.48,24.00,25.20
2000/3/23,26.78,23.45,24.75
2000/3/21,28.00,25.04,25.51
2000/3/20,29.43,25.61,25.80
2000/3/17,30.53,24.50,28.09
2000/3/16,30.68,25.18,28.16
2000/3/15,31.55,25.18,28.16
2000/3/14,32.10,25.86,29.16
2000/3/13,31.63,25.53,28.52
2000/3/10,31.64,26.00,29.35
2000/3/9,31.55,25.18,28.16
2000/3/8,31.37,26.44,30.17
2000/3/7,31.55,26.47,30.12
2000/3/6,31.66,26.37,30.02
2000/3/3,31.37,26.44,30.17
2000/3/2,31.55,26.47,30.12
2000/3/1,31.66,26.37,30.02
2000/2/29,30.43,25.44,29.12
2000/2/25,26.75,26.09,27.85
2000/2/24,26.75,26.09,28.53
2000/2/23,26.75,26.63,28.53
2000/2/22,27.25,26.63,28.53
2000/2/21,27.50,26.40,29.14
2000/2/18,29.51,26.09,27.85
2000/2/17,29.46,26.63,28.53
2000/2/16,29.46,26.63,28.53
2000/2/15,30.06,26.63,28.53
2000/2/14,30.25,26.40,29.14
2000/2/11,29.44,25.87,28.82
2000/2/10,29.43,26.09,27.59
2000/2/9,28.71,25.74,27.59
2000/2/8,28.02,25.97,27.62
2000/2/7,28.45,26.34,27.94
2000/2/5,27.22,24.82,26.42
2000/2/4,28.82,25.99,27.58
2000/2/3,28.14,25.98,27.50
2000/2/2,27.55,25.40,26.95
2000/2/1,28.22,25.83,27.34
2000/1/31,27.64,25.08,26.17
2000/1/28,27.22,24.82,26.42
2000/1/27,27.32,25.37,26.97
2000/1/26,27.84,25.66,26.50
2000/1/25,28.28,25.60,27.11
2000/1/24,27.83,25.63,27.13
2000/1/21,29.03,23.74,25.39
2000/1/20,29.83,27.18,29.83
2000/1/19,29.66,24.61,26.26
2000/1/18,29.54,24.58,26.23
2000/1/17,28.80,26.15,28.65
2000/1/14,28.02,23.74,25.39
2000/1/13,26.69,23.28,24.93
2000/1/12,26.28,22.85,24.50
2000/1/11,25.77,21.08,22.73
2000/1/10,24.67,21.08,22.73
2000/1/7,25.60,25.60,26.28
2000/1/6,24.22,21.61,23.26
2000/1/5,24.78,23.68,25.08
2000/1/4,24.91,22.12,23.77
2000/1/3,25.55,22.28,23.93
